project,commit,hash,message,antipattern,keyword
"PX4-Autopilot
"," #31
",[a34e57a4cc8817186327436edc1aa14d2174be67](https://github.com/PX4/PX4-Autopilot/commit/a34e57a4cc8817186327436edc1aa14d2174be67?w=1),"Simulator: Increase stack, publication affinity
This commit increases the send thread stack size and changes the thread affinity of the lockstep clocking topic. It also improves verbosity in case error states occur.","New:Hard-coded-timing
General:Hard-coding",increase
"PX4-Autopilot
"," #32
",[4ce72e03b6ddd0894b2e96c2d6791e3317820462](https://github.com/PX4/PX4-Autopilot/commit/4ce72e03b6ddd0894b2e96c2d6791e3317820462?w=1),"Increase range of pulse count in PWM driver
...",X,increase
"PX4-Autopilot
"," #33
",[0362fd4c2229ac1cf9b2743d28e4389a6b8e1722](https://github.com/PX4/PX4-Autopilot/commit/0362fd4c2229ac1cf9b2743d28e4389a6b8e1722?w=1),"(1) Fix a critical memory leak in the TCP read-ahead buffering logic; Add an option to suppress SDIO multi-block transfers in order to work around a buggy SDIO driver
...",X,memory
"PX4-Autopilot
"," #34
",[9c338d809eaf32ae4a51fc74661f7d86a81a7d74](https://github.com/PX4/PX4-Autopilot/commit/9c338d809eaf32ae4a51fc74661f7d86a81a7d74?w=1),"STM32 quad encoder: Don't calculate the timer prescaler value at runtime; pre-calculate it at compiler time
...",X,runtime
"PX4-Autopilot
"," #35
",[227b5d0f56b4aacb68a53b07664f41565de53879](https://github.com/PX4/PX4-Autopilot/commit/227b5d0f56b4aacb68a53b07664f41565de53879?w=1),Fix a deadlock when using the NSH ifconfig command over Telnet,General: Deadlock,deadlock
"PX4-Autopilot
"," #36
",[5b83507116be57e0c84daea74d30dea382f20f97](https://github.com/PX4/PX4-Autopilot/commit/5b83507116be57e0c84daea74d30dea382f20f97?w=1),"Fix infinite loop in CDC/ACM driver
...",Smith:General:Museum_Checkroom,infinite
"PX4-Autopilot
"," #37
",[b66dd903b6b5d1d6a72d53be54cca36fdfb3d653](https://github.com/PX4/PX4-Autopilot/commit/b66dd903b6b5d1d6a72d53be54cca36fdfb3d653?w=1),"NxWidgets: Fix a potential deadlock that can occur waiting for toolbard geometry data
...",General: Deadlock,deadlock
"PX4-Autopilot
"," #38
",[47125132adb0ef34b429f2563b860c713a037032](https://github.com/PX4/PX4-Autopilot/commit/47125132adb0ef34b429f2563b860c713a037032?w=1),Calypso update from Denis Carkiki.  Adds UWire driver and support for external memory in NuttX heap,X,memory
"PX4-Autopilot
"," #39
",[55c75c6ba007f72e98e6b47c63e85d6f0482d339](https://github.com/PX4/PX4-Autopilot/commit/55c75c6ba007f72e98e6b47c63e85d6f0482d339?w=1),"Update STM3240G-EVAL defconfig to support NxConsole keyboard input; increase spacing of icons on the start window
...",X,increase
"PX4-Autopilot
"," #40
",[0e3afd21b0f44f81c4f2befca6da6d2914f06e80](https://github.com/PX4/PX4-Autopilot/commit/0e3afd21b0f44f81c4f2befca6da6d2914f06e80?w=1),"The SST25 driver now works with SST25 (at least using the slow write mode)
...",New:Hard-coded-timing,slow
"PX4-Autopilot
"," #41
",[d09ff7e1f92d3842f6716c4fce1f8e98026057b9](https://github.com/PX4/PX4-Autopilot/commit/d09ff7e1f92d3842f6716c4fce1f8e98026057b9?w=1),"Add LPC32xx memory map and interrupt numbers
...",X,memory
"PX4-Autopilot
"," #42
",[139cd091768c57272fe1f80d725d4a3a24d2e3d0](https://github.com/PX4/PX4-Autopilot/commit/139cd091768c57272fe1f80d725d4a3a24d2e3d0?w=1),"Faster sensor bus resets on timeouts, massively reworked fixed wing app, tested","CI/CD:Large_change
New:Hard-coded-timing",faster
"PX4-Autopilot
"," #43
",[6c4aadedf42de266e592f84cda27d8af1bbe56b5](https://github.com/PX4/PX4-Autopilot/commit/6c4aadedf42de266e592f84cda27d8af1bbe56b5?w=1),Switch back from max performance to size as the default optimization level.  Individual modules can still override this if they need to.,X,performance
"PX4-Autopilot
"," #44
",[0472eeae0533c06d42d82d12176c575f0cdeddf0](https://github.com/PX4/PX4-Autopilot/commit/0472eeae0533c06d42d82d12176c575f0cdeddf0?w=1),Add EEPROM read/write performance counters.,X,performance
"PX4-Autopilot
"," #45
",[0dc0a0539dafdf1727763cc145f02faa8a8e7d22](https://github.com/PX4/PX4-Autopilot/commit/0dc0a0539dafdf1727763cc145f02faa8a8e7d22?w=1),Increase the retry count while probing for I2C sensors.  This will also unwedge stuck sensors.,X,increase
"PX4-Autopilot
"," #46
",[704679d7b1a8338d656f3ce6565390568ef876b4](https://github.com/PX4/PX4-Autopilot/commit/704679d7b1a8338d656f3ce6565390568ef876b4?w=1),"Removed delay after receiving in recvfrom().  This was killing network performance
...",X,performance
"PX4-Autopilot
"," #47
",[648420e67a546b33400fd2fe5b6a50410276ae3d](https://github.com/PX4/PX4-Autopilot/commit/648420e67a546b33400fd2fe5b6a50410276ae3d?w=1),"Add support for DMA memory allocator to FAT file system
...",X,memory
"PX4-Autopilot
"," #48
",[491a83acb40aa1fa87c1c6894c3ecbe957c19e54](https://github.com/PX4/PX4-Autopilot/commit/491a83acb40aa1fa87c1c6894c3ecbe957c19e54?w=1),Fix for recvfrom() hang when the new CONFIG_NET_TCP_RECVDELAY is set to zero (from Max Holtzberg),X,hang
"PX4-Autopilot
"," #49
",[d7fb2175eb73fc7ec1616c3ad78fffd1bc1590ab](https://github.com/PX4/PX4-Autopilot/commit/d7fb2175eb73fc7ec1616c3ad78fffd1bc1590ab?w=1),A simple file write performance test,X,performance
"PX4-Autopilot
"," #50
",[731b466aca72e22039f46678e890a50dd59b59b4](https://github.com/PX4/PX4-Autopilot/commit/731b466aca72e22039f46678e890a50dd59b59b4?w=1),"If server fails to create a thread because of lack-of-resources (EAGAIN), don't terminate.  Keep serving... Memory may become available again later.
...",X,memory
"PX4-Autopilot
"," #51
",[8de1d1d182bed68c075f279541c32a7493aef0bc](https://github.com/PX4/PX4-Autopilot/commit/8de1d1d182bed68c075f279541c32a7493aef0bc?w=1),"Update Olimex-LPC1766STK setenv.sh to make it faster to use CodeSourcery.
...",General:Code_Duplication,faster
"PX4-Autopilot
"," #52
",[642f3426a7aadd9fd345590a4c0881d7e64014a7](https://github.com/PX4/PX4-Autopilot/commit/642f3426a7aadd9fd345590a4c0881d7e64014a7?w=1),"Added mag calibration routine, fixed minor typos without runtime effects",X,runtime
"PX4-Autopilot
"," #53
",[f9a8818d1e040bdf1a4bb62041a469ceee67dbf4](https://github.com/PX4/PX4-Autopilot/commit/f9a8818d1e040bdf1a4bb62041a469ceee67dbf4?w=1),"Switch from -Os to -O3.  This generates *much* faster code, although at a ~50% size penalty.  We can afford the space.",X,faster
"PX4-Autopilot
"," #54
",[c522b5446dd4e692d15b37de8ad199765259e35b](https://github.com/PX4/PX4-Autopilot/commit/c522b5446dd4e692d15b37de8ad199765259e35b?w=1),Work in progress on to/from memory BSON coding.,X,memory
"PX4-Autopilot
"," #55
",[edd2715f84532f6c4c748cc97f0fe8a2982aa885](https://github.com/PX4/PX4-Autopilot/commit/edd2715f84532f6c4c748cc97f0fe8a2982aa885?w=1),"reverted memory change, sdlog app needs more than 2K",New:Hard-coded-fine-tuning,memory
"PX4-Autopilot
"," #56
",[7961d6ce58b0567f4c24cb0b242e2cd875a70c5b](https://github.com/PX4/PX4-Autopilot/commit/7961d6ce58b0567f4c24cb0b242e2cd875a70c5b?w=1),Make ostest RR scheduler test use less memory from Freddie Chopin; Plus build fix from...,X,memory
"PX4-Autopilot
"," #57
",[dca3bce1ca89595f5df3788da34afe3b30bfb35a](https://github.com/PX4/PX4-Autopilot/commit/dca3bce1ca89595f5df3788da34afe3b30bfb35a?w=1),Add a new performance counter for measuring periodic/interval events.,X,performance
"PX4-Autopilot
"," #58
",[14d874f4a15653fce2902f016b1e75373afadd51](https://github.com/PX4/PX4-Autopilot/commit/14d874f4a15653fce2902f016b1e75373afadd51?w=1),Fix some memory corruption bugs.,"New:Rounded_numbers
General:Hard-coding",memory
"PX4-Autopilot
"," #59
",[92e1d5eb78d9d04a89b0413718c8bab6e9af7f63](https://github.com/PX4/PX4-Autopilot/commit/92e1d5eb78d9d04a89b0413718c8bab6e9af7f63?w=1),"Possible fix for #78 - increase the wait timeout for discard when flashing PX4IO. It's not clear this solves the issue, but I can't reproduce it with this added.",New:Hard-coded-timing,increase
"PX4-Autopilot
"," #60
",[35c82ff2fc63ab823770f9776e6b6a0f81cd4452](https://github.com/PX4/PX4-Autopilot/commit/35c82ff2fc63ab823770f9776e6b6a0f81cd4452?w=1),Make mixer ioctls load from a memory buffer rather than a file. This is prep for uploading the memory buffer to IO to be processed there.,General:Performance:Unbuffered_Streams,memory
"PX4-Autopilot
"," #61
",[375d3c14d742248b434c080527886a95ea1d563f](https://github.com/PX4/PX4-Autopilot/commit/375d3c14d742248b434c080527886a95ea1d563f?w=1),"increase the UART buffer sizes to 256

The most critical one is the GPS serial port receive buffer size,
which needs to be at least 128 to support the UBLOX protocol, but it
seems a good idea for people running a FMU without a IO board to
increase the UART buffer sizes generally",X,increase
"PX4-Autopilot
"," #62
",[ca690f60272b5330f632cd18b58ee9af89fbc9ae](https://github.com/PX4/PX4-Autopilot/commit/ca690f60272b5330f632cd18b58ee9af89fbc9ae?w=1),"Fixed #153 - when no microSD card is present, test used to hang, now aborts with error.",X,hang
"PX4-Autopilot
"," #63
",[070651221f4f60c2074e7641affa10e2b8714f07](https://github.com/PX4/PX4-Autopilot/commit/070651221f4f60c2074e7641affa10e2b8714f07?w=1),"Add split package logic to improve TCP send performance with delayed ACKs
...",X,performance
"PX4-Autopilot
"," #64
",[1094575ce544860bc66b7c88d6b5eaf419d5ed7d](https://github.com/PX4/PX4-Autopilot/commit/1094575ce544860bc66b7c88d6b5eaf419d5ed7d?w=1),"Fix a bug where recv[from]() would hang when remote host gracefully closed connection
...",X,hang
"PX4-Autopilot
"," #65
",[3bec164b3ae1cd7f9b5dcec532e7d073be96d45d](https://github.com/PX4/PX4-Autopilot/commit/3bec164b3ae1cd7f9b5dcec532e7d073be96d45d?w=1),"Fix a recently introduced memory leak
...",X,memory
"PX4-Autopilot
"," #66
",[e0f83af96fdab2cd5b239dec3a842c4a2a92ad85](https://github.com/PX4/PX4-Autopilot/commit/e0f83af96fdab2cd5b239dec3a842c4a2a92ad85?w=1),"Reset the collection state machine on all I2C errors, increase the retry count.",X,increase
"PX4-Autopilot
"," #67
",[621063ac084954bba11189c8566776aff25bfaeb](https://github.com/PX4/PX4-Autopilot/commit/621063ac084954bba11189c8566776aff25bfaeb?w=1),Increase the number of I2C retries.,X,increase
"PX4-Autopilot
"," #68
",[b620136af4f8de913fd12872a91a80f62861dc4c](https://github.com/PX4/PX4-Autopilot/commit/b620136af4f8de913fd12872a91a80f62861dc4c?w=1),"Added support for MTK revision 19, working condition but configuration of MTK is very slow and needs improvement",X,slow
"PX4-Autopilot
"," #69
",[e896944adcce3d0d5e333186a76b35850e5f9bc9](https://github.com/PX4/PX4-Autopilot/commit/e896944adcce3d0d5e333186a76b35850e5f9bc9?w=1),ms5611: try to measure the performance cost of I2C timeouts,X,performance
"PX4-Autopilot
"," #70
",[8c7e2546ed5222145a6d1745e77d01f7c21c24fc](https://github.com/PX4/PX4-Autopilot/commit/8c7e2546ed5222145a6d1745e77d01f7c21c24fc?w=1),Simplify the PX4IO main loop to cut down on memory consumption.,New:Hard-coded-timing,memory
"PX4-Autopilot
"," #71
",[5b93ab0372dd1208112156850908b87143a0c0dd](https://github.com/PX4/PX4-Autopilot/commit/5b93ab0372dd1208112156850908b87143a0c0dd?w=1),"Clean up and compact the output to fit inside a 80 column display.

Bug fix:
- running/sleeping count

Plus:
- added task state
- show the idle task (to make the number of tasks match the reported number)
- convert some calc to floating point where it doesn't hurt performance (for clarity)
- accept 'q' (standard) and escape to exit the program",X,performance
"PX4-Autopilot
"," #72
",[52bb5e561c2407937d80545c127e37da6d2c3a04](https://github.com/PX4/PX4-Autopilot/commit/52bb5e561c2407937d80545c127e37da6d2c3a04?w=1),Fix memory sizing so that we get the extra 64K we promised.,X,memory
"PX4-Autopilot
"," #73
",[7e8d8f9e7226bcc04a5f8dd4b01c9a6a4f1f9910](https://github.com/PX4/PX4-Autopilot/commit/7e8d8f9e7226bcc04a5f8dd4b01c9a6a4f1f9910?w=1),"Call sub-makes with -r to make them start faster (mostly on Windows, where this inhibits an enormous amount of silly scanning for things).\
Force non-parallel builds for the NuttX archives.",X,faster
"PX4-Autopilot
"," #74
",[8fcbb4f669d8c9003f778f35a94278383e0360ac](https://github.com/PX4/PX4-Autopilot/commit/8fcbb4f669d8c9003f778f35a94278383e0360ac?w=1),"Merge SDIO changes and hack config to make it work.\
We need to resolve the DMA-safe memory allocation story, but until then let's disable the CCM. We still have as much RAM as the v1.x boards in this mode.",X,memory
"PX4-Autopilot
"," #75
",[af27101ffecf2ad4642b1ced23640ff133c7246f](https://github.com/PX4/PX4-Autopilot/commit/af27101ffecf2ad4642b1ced23640ff133c7246f?w=1),"px4io: changed adc_measure() to return 0xffff on error, and lower timeout\
the timeout of 1ms was far too long, and could impact flight
performance\
Returning 0xffff on error matches the FMU code, and allows bad values
to be discarded",New:Hard-coded-timing,performance
"PX4-Autopilot
"," #76
",[dca844a808643131ee299a46a7cb82aea933822f](https://github.com/PX4/PX4-Autopilot/commit/dca844a808643131ee299a46a7cb82aea933822f?w=1),"Based on comments in:\
http://answers.px4.ethz.ch/question/1337/px4io-receiver-connection-problem/?answer=1346#post-id-1346

increase the longest PPM pulse we recognize out to 550µs.",General:Lack_of_documentation,increase
"PX4-Autopilot
"," #77
",[eab01a2efd0c1f1fc9cf32181c63a7e5494f0004](https://github.com/PX4/PX4-Autopilot/commit/eab01a2efd0c1f1fc9cf32181c63a7e5494f0004?w=1),Hotfix: Generate map files for modules as well for more in-depth memory-use debugging.,X,memory
"PX4-Autopilot
"," #78
",[1bf8f7b47ec8dd8f2f494fe40f193b3d1712e025](https://github.com/PX4/PX4-Autopilot/commit/1bf8f7b47ec8dd8f2f494fe40f193b3d1712e025?w=1),"sdlog2 performance increased, fixes and cleanup",CI/CD:Large_change,performance
"PX4-Autopilot
"," #79
",[4253c16b3f3eeb9ed05d2b80c8ce9531a11ffad3](https://github.com/PX4/PX4-Autopilot/commit/4253c16b3f3eeb9ed05d2b80c8ce9531a11ffad3?w=1),Increase array size.,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #80
",[b5f4f1ee808c176c5dc0705b76584b438f151650](https://github.com/PX4/PX4-Autopilot/commit/b5f4f1ee808c176c5dc0705b76584b438f151650?w=1),Adressed performance concern and fixed a copy paste bug,General:Hard-coding,performance
"PX4-Autopilot
"," #81
",[5cb1f4662fb28f68e539f2c8930c0f48ccea3521](https://github.com/PX4/PX4-Autopilot/commit/5cb1f4662fb28f68e539f2c8930c0f48ccea3521?w=1),"multirotor_attitude_control performance improved, tested in flight. PID library new functionality and bugfixes.",New:Rounded_numbers,performance
"PX4-Autopilot
"," #82
",[87c3d1a8c14e9d97bb98d8255c1ba35e875b6c81](https://github.com/PX4/PX4-Autopilot/commit/87c3d1a8c14e9d97bb98d8255c1ba35e875b6c81?w=1),More link performance counters.,X,performance
"PX4-Autopilot
"," #83
",[40c56ab61e04fe73aff3a84d20ffc81e102373f3](https://github.com/PX4/PX4-Autopilot/commit/40c56ab61e04fe73aff3a84d20ffc81e102373f3?w=1),Corrected bug in px4io driver that lead to hang of FMU-IO communication,X,hang
"PX4-Autopilot
"," #84
",[53d69f9e919445d13fe1c98a0164d238b7ff4af6](https://github.com/PX4/PX4-Autopilot/commit/53d69f9e919445d13fe1c98a0164d238b7ff4af6?w=1),Added highlighting of current line to make editing and double-clicking warnings/errors faster,X,faster
"PX4-Autopilot
"," #85
",[70f272bd22e9ccdb9dbc1c15dd76fce4449ea0ab](https://github.com/PX4/PX4-Autopilot/commit/70f272bd22e9ccdb9dbc1c15dd76fce4449ea0ab?w=1),"Disabled SDIO DMA, enabled CCM memory",X,memory
"PX4-Autopilot
"," #86
",[e88d63ef272124e8c0ee9574506d14866feadb8b](https://github.com/PX4/PX4-Autopilot/commit/e88d63ef272124e8c0ee9574506d14866feadb8b?w=1),Increased USB buffer size to cope with fast transfers,X,fast
"PX4-Autopilot
"," #87
",[3f4315b4767ff221936e135b3252794a952f2b95](https://github.com/PX4/PX4-Autopilot/commit/3f4315b4767ff221936e135b3252794a952f2b95?w=1),Hotfix: Increase stack size for low prio commander task,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #88
",[0810b264e5679795f100df3a7363ba3ad9d7765e](https://github.com/PX4/PX4-Autopilot/commit/0810b264e5679795f100df3a7363ba3ad9d7765e?w=1),Hotfix: Increase work stack sizes,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #89
",[3851bf5c10181fe0f56af40fc7e35a3b72bbb845](https://github.com/PX4/PX4-Autopilot/commit/3851bf5c10181fe0f56af40fc7e35a3b72bbb845?w=1),Hotfix: Improve UART1 receive performance,X,performance
"PX4-Autopilot
"," #90
",[81a4df0953e738041d9fdc2b2eb353a635f3003b](https://github.com/PX4/PX4-Autopilot/commit/81a4df0953e738041d9fdc2b2eb353a635f3003b?w=1),sensors: slow down updates rate to 200Hz to free some CPU time,New:Fixed_Communication_Rate,slow
"PX4-Autopilot
"," #91
",[537484f60d37f7f04d2ecaeb4139e2c316565eb2](https://github.com/PX4/PX4-Autopilot/commit/537484f60d37f7f04d2ecaeb4139e2c316565eb2?w=1),"Revert ""sensors: slow down updates rate to 200Hz to free some CPU time""\
This reverts commit 81a4df0953e738041d9fdc2b2eb353a635f3003b.",New:Hard-coded-fine-tuning,slow
"PX4-Autopilot
"," #92
",[c0c366d6ee076ca812fa9672709c1e66fafdb32b](https://github.com/PX4/PX4-Autopilot/commit/c0c366d6ee076ca812fa9672709c1e66fafdb32b?w=1),"position_estimator_inav: estimate distance to bottom rate, increase time of position estimation on only accelerometer, reduce weight for GPS if flow available",New:Hard-coded-timing,increase
"PX4-Autopilot
"," #93
",[937b502d4c3fd582f7be736240f5971e8c0f7c2b](https://github.com/PX4/PX4-Autopilot/commit/937b502d4c3fd582f7be736240f5971e8c0f7c2b?w=1),increase landing speed to v_min * 1.3 for more safety,New:Hard-coded-timing,increase
"PX4-Autopilot
"," #94
",[881c89dd1b55f5e2dbb355562665a94dcc618217](https://github.com/PX4/PX4-Autopilot/commit/881c89dd1b55f5e2dbb355562665a94dcc618217?w=1),increase safety margin for takeoff speed,New:Hard-coded-timing,increase
"PX4-Autopilot
"," #95
",[3ad9dd030c01e233a78aebfd2e20e67168962255](https://github.com/PX4/PX4-Autopilot/commit/3ad9dd030c01e233a78aebfd2e20e67168962255?w=1),Added performance counter for write IOCTL,X,performance
"PX4-Autopilot
"," #96
",[5b302fef59354f536e83a0b14572d2f954a6e682](https://github.com/PX4/PX4-Autopilot/commit/5b302fef59354f536e83a0b14572d2f954a6e682?w=1),HOTFIX: Increased attitude control updates to 50 Hz - was less than 10 Hz and unintended slow,New:Hard-coded-timing,slow
"PX4-Autopilot
"," #97
",[70d4ef480ac5461ef54ac72a54bd335007e233cc](https://github.com/PX4/PX4-Autopilot/commit/70d4ef480ac5461ef54ac72a54bd335007e233cc?w=1),geofence: do not keep fence in memory,X,memory
"PX4-Autopilot
"," #98
",[c4fc730acad12b74f51d9ba7d3ff267e3e1a1ab3](https://github.com/PX4/PX4-Autopilot/commit/c4fc730acad12b74f51d9ba7d3ff267e3e1a1ab3?w=1),"FMUv2: make all UARTs use 512 byte buffer, 2048 for CDCACM output\
this is important when using UARTs for things like secondary GPS
modules, which may produce large enough transfers that 128 bytes is
not enough.\
The 2048 buffer for CDCACM transmit makes mavlink log and parameter
transfer faster",X,faster
"PX4-Autopilot
"," #99
",[3be1a5182db7bd3802b77e7c03fc14f00ca218c3](https://github.com/PX4/PX4-Autopilot/commit/3be1a5182db7bd3802b77e7c03fc14f00ca218c3?w=1),FMUv1: use larger CDCACM buffer size for faster log transfer on FMUv1,X,faster
"PX4-Autopilot
"," #100
",[480d31f7548d2a4dc7ad55dc2de1f9733045bbd3](https://github.com/PX4/PX4-Autopilot/commit/480d31f7548d2a4dc7ad55dc2de1f9733045bbd3?w=1),fw: increase invalid airspeed threshold,"New:Hard-coded-timing
General:Hard-coding",increase
"PX4-Autopilot
"," #101
",[8c8e9a4ff9584de9d48c1773ead49054ae538b06](https://github.com/PX4/PX4-Autopilot/commit/8c8e9a4ff9584de9d48c1773ead49054ae538b06?w=1),"Enable the PX4IO self check and debug interfaces. No reason to disable them, since they are runtime-configured (and needed, for the case of memory)",X,memory
"PX4-Autopilot
"," #102
",[c3e4e4ee68f1f31d3ae281b0afb281fc7c58bc27](https://github.com/PX4/PX4-Autopilot/commit/c3e4e4ee68f1f31d3ae281b0afb281fc7c58bc27?w=1),"Build fix, replaced usleep with up_udelay in memory lockdown state",X,memory
"PX4-Autopilot
"," #103
",[2aa76f1a3c4eb99074b38d287e0f18a98973671d](https://github.com/PX4/PX4-Autopilot/commit/2aa76f1a3c4eb99074b38d287e0f18a98973671d?w=1),"Fixes to memory check handling, split out switch handling to allow separate initialization",X,memory
"PX4-Autopilot
"," #104
",[dda50c62bfd26463718f50d2f9c1cdbecc7de4ac](https://github.com/PX4/PX4-Autopilot/commit/dda50c62bfd26463718f50d2f9c1cdbecc7de4ac?w=1),"hmc5883: much faster calibration code with bug fixes\
this fixes two bugs in ""hmc5883 calibrate"" and also makes it much
faster, so it can be run on every boot. It now uses the correct 2.5Ga
range when calibrating, and fixes the expected values for X/Y/Z axes\
The basic calibration approach is similar to the APM2 driver, waiting
for 10 good samples after discarding some initial samples. That allows
the calibration to run fast enough that it can be done on every boot
without causing too much boot delay.",X,fast
"PX4-Autopilot
"," #105
",[08a6057ef8c4aa796751c5ac07ab8efa7529b150](https://github.com/PX4/PX4-Autopilot/commit/08a6057ef8c4aa796751c5ac07ab8efa7529b150?w=1),Increase SPI GPIO speed for FMUv1 analog to v2,X,increase
"PX4-Autopilot
"," #106
",[44cd82e2fef20a3fc5aa61711b4cc06012a1e21d](https://github.com/PX4/PX4-Autopilot/commit/44cd82e2fef20a3fc5aa61711b4cc06012a1e21d?w=1),Set default autoland wait time to -1 (infinite wait),X,infinite
"PX4-Autopilot
"," #107
",[3d21a73ddf18b89552aa9bd65965ff6b311487b8](https://github.com/PX4/PX4-Autopilot/commit/3d21a73ddf18b89552aa9bd65965ff6b311487b8?w=1),navigator: fixed infinite RTL->LOITER->RTL... loop on failsafe,X,infinite
"PX4-Autopilot
"," #108
",[f6694c2cef62ee3284598ed1b4d8c6954effab4e](https://github.com/PX4/PX4-Autopilot/commit/f6694c2cef62ee3284598ed1b4d8c6954effab4e?w=1),rc.fw_defaults: increase acceptance radius which is used by navigator to generate virtual waypoints (RTL etc.),X,increase
"PX4-Autopilot
"," #109
",[ccfe476326d8b01e33a3a7ea115054a31fa7a2b9](https://github.com/PX4/PX4-Autopilot/commit/ccfe476326d8b01e33a3a7ea115054a31fa7a2b9?w=1),decrease MC_PITCHRATE_P for TBS Discovery,X,decrease
"PX4-Autopilot
"," #110
",[8425b9bef21e310d1cbd29aad65d34e9dd974d55](https://github.com/PX4/PX4-Autopilot/commit/8425b9bef21e310d1cbd29aad65d34e9dd974d55?w=1),Increase NFILE_DESCRIPTORS to 36,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #111
",[9e41f6af18d3d84413501ce37737d574fd20816d](https://github.com/PX4/PX4-Autopilot/commit/9e41f6af18d3d84413501ce37737d574fd20816d?w=1),"mavlink: memory leaks on exit fixed, minor fixes",X,memory
"PX4-Autopilot
"," #112
",[4cee3614c7bc2e960ac52e59014bc4d08b8da11e](https://github.com/PX4/PX4-Autopilot/commit/4cee3614c7bc2e960ac52e59014bc4d08b8da11e?w=1),rc.usb: increase data rate to 10000bytes/s for USB,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #113
",[183a0cdb22fd824d87912ea3d2c2470f0d28ed39](https://github.com/PX4/PX4-Autopilot/commit/183a0cdb22fd824d87912ea3d2c2470f0d28ed39?w=1),"MC: default MC_YAWRATE_I changed for all setups, navigator: increase yaw acceptance to 0.2rad ~ 11deg",General:Code_Duplication,increase
"PX4-Autopilot
"," #114
",[e075d05f579091fb9c605c856650cbfd1587a044](https://github.com/PX4/PX4-Autopilot/commit/e075d05f579091fb9c605c856650cbfd1587a044?w=1),Move Pauls EKF into a class and instantiate only when / if needed. Checking for low memory conditions as we should.,New:Hard-coded-timing,memory
"PX4-Autopilot
"," #115
",[7b95d36405cb63b53fd1fea2c25e29aedca5a3a2](https://github.com/PX4/PX4-Autopilot/commit/7b95d36405cb63b53fd1fea2c25e29aedca5a3a2?w=1),navigator hotfix: Increase acceptance range for yaw setpoints.,X,increase
"PX4-Autopilot
"," #116
",[b770c9fc1edc570fc216bdf849f84519e4e3513f](https://github.com/PX4/PX4-Autopilot/commit/b770c9fc1edc570fc216bdf849f84519e4e3513f?w=1),"position_estimator_inav: increase acceptable EPH/EPV, in commander use EPH/EPV to decide if global position valid",X,increase
"PX4-Autopilot
"," #117
",[595eb679b30442b52ccc7a2c2ce7ade7b5e5c6c9](https://github.com/PX4/PX4-Autopilot/commit/595eb679b30442b52ccc7a2c2ce7ade7b5e5c6c9?w=1),"ekf_att_pos_estimator: Fixed mag initialization, now starts with initial measurement instead of defaults for faster convergence",X,faster
"PX4-Autopilot
"," #118
",[d1bd4b0a45ec0f6f081560fbadf675e21ce53d83](https://github.com/PX4/PX4-Autopilot/commit/d1bd4b0a45ec0f6f081560fbadf675e21ce53d83?w=1),qu4d increase pwm max,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #119
",[8d3fed09443faa6a3c79b68b7800ed3472877a1c](https://github.com/PX4/PX4-Autopilot/commit/8d3fed09443faa6a3c79b68b7800ed3472877a1c?w=1),"Reduce potential dataman memory fragmentation\
The data manager dynamically allocates relatively small work item blocks
on an as needed basis. It never frees these, instead maintaining then in
a list of available block for reuse when needed. Even if these blocks
are small, the are required at non-deterministic times and can end up
scattered in memory thus causing memory fragmentation. In order to
mitigate this problems work item blocks are allocated in groups of 8 in
contiguous memory to reduce the number of scattered memory allocations.
In reality, based on current usage, rarely will more than one group of 8
be allocated.",X,memory
"PX4-Autopilot
"," #120
",[18ed3cbbb8ba4eabd32db3d07c7480c1af22ebc0](https://github.com/PX4/PX4-Autopilot/commit/18ed3cbbb8ba4eabd32db3d07c7480c1af22ebc0?w=1),Increase servo out rate via USB,General:Lack_of_documentation,increase
"PX4-Autopilot
"," #121
",[0655aeb7ecb73eeaedfbd41171f07f9a247b32db](https://github.com/PX4/PX4-Autopilot/commit/0655aeb7ecb73eeaedfbd41171f07f9a247b32db?w=1),"startup: NuttX seems to free memory only AFTER the next command is issued, requiring us to give it some time to do memory management so it does not keep starting tasks on top of each other. May need some consideration on main startup script as well.",New:Hard-coded-timing,memory
"PX4-Autopilot
"," #122
",[b43f2e8be95417cdb58b670e549cffc6445b8f81](https://github.com/PX4/PX4-Autopilot/commit/b43f2e8be95417cdb58b670e549cffc6445b8f81?w=1),USB startup: Give NuttX enough time to tear down an app and free memory before starting the next,New:Hard-coded-timing,memory
"PX4-Autopilot
"," #123
",[aa312f96f8d682c85b422ef8c5fbc89b9391712e](https://github.com/PX4/PX4-Autopilot/commit/aa312f96f8d682c85b422ef8c5fbc89b9391712e?w=1),drivers: Fix compile warnings and non-standard performance counter names,New:Rounded_numbers,performance
"PX4-Autopilot
"," #124
",[b9b81beb17eb449921f11f46bc419056dce03852](https://github.com/PX4/PX4-Autopilot/commit/b9b81beb17eb449921f11f46bc419056dce03852?w=1),fw att: add performance counter,X,performance
